HS 1996 Product Code,HS 1996 Product Description,SITC Revision 1 Product Code,SITC Revision 1 Product Description
020711,"Of fowls of the species Gallus domesticus :-- Not cut in pieces, fresh or chilled",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020712,"Of fowls of the species Gallus domesticus :-- Not cut in pieces, frozen",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020713,"Of fowls of the species Gallus domesticus :-- Cuts and offal, fresh or chilled",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020714,"Of fowls of the species Gallus domesticus :-- Cuts and offal, frozen",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020724,"Of turkeys :-- Not cut in pieces, fresh or chilled",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020725,"Of turkeys :-- Not cut in pieces, frozen",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020726,"Of turkeys :-- Cuts and offal, fresh or chilled",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020727,"Of turkeys :-- Cuts and offal, frozen",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020732,"Of ducks, geese or guinea fowls :-- Not cut in pieces, fresh or chilled",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020733,"Of ducks, geese or guinea fowls :-- Not cut in pieces, frozen",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020734,"Of ducks, geese or guinea fowls :-- Fatty livers, fresh or chilled",01181,"Poultry liver, fresh, chilled, frozen salted"
020735,"Of ducks, geese or guinea fowls :-- Other, fresh or chilled",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020736,"Of ducks, geese or guinea fowls :-- Other, frozen",0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen"
020810,Of rabbits or hares,01189,"Meat & edible offals, n.e.s."
020820,Frogs'legs,01189,"Meat & edible offals, n.e.s."
020890,Other,01189,"Meat & edible offals, n.e.s."
020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",41131,"Pig and poultry fat, unrendered"
021011,"Meat of swine :-- Hams, shoulders and cuts thereof, with bone in",0121,"Bacon, ham & other dried, salted, smoked pig meat"
021012,Meat of swine :-- Bellies (streaky) and cuts thereof,0121,"Bacon, ham & other dried, salted, smoked pig meat"
021019,Meat of swine :-- Other,0121,"Bacon, ham & other dried, salted, smoked pig meat"
021020,Meat of bovine animals,0129,"Meat & edible offals, n.e.s. Dried, salted, smoked"
021090,"Other, including edible flours and meals of meat or meat offal",0138,Other prepared or preserved meat
030110,Ornamental fish,0311,"Fish, fresh, chilled or frozen"
030191,"Other live fish :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0311,"Fish, fresh, chilled or frozen"
030192,Other live fish :-- Eels (Anguilla spp.),0311,"Fish, fresh, chilled or frozen"
030193,Other live fish :-- Carp,0311,"Fish, fresh, chilled or frozen"
030199,Other live fish :-- Other,0311,"Fish, fresh, chilled or frozen"
030211,"Salmonidae, excluding livers and roes :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0311,"Fish, fresh, chilled or frozen"
030212,"Salmonidae, excluding livers and roes :-- Pacific salmon (Oncorhynchus nerka, Oncorhynchusgorbascha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhnchus rhodurus), Altantic salmon (Sa",0311,"Fish, fresh, chilled or frozen"
030219,"Salmonidae, excluding livers and roes :-- Other",0311,"Fish, fresh, chilled or frozen"
030221,"Salmonidae, excluding livers and roes :-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0311,"Fish, fresh, chilled or frozen"
030222,"Salmonidae, excluding livers and roes :-- Plaice (Pleuronectes platessa)",0311,"Fish, fresh, chilled or frozen"
030223,"Salmonidae, excluding livers and roes :-- Sole (Solea spp.)",0311,"Fish, fresh, chilled or frozen"
030229,"Salmonidae, excluding livers and roes :-- Other",0311,"Fish, fresh, chilled or frozen"
030231,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Albacore or longfinned tunas (Thunnus alalunga)",0311,"Fish, fresh, chilled or frozen"
030232,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Yellowfin tunas (Thunnus albacares)",0311,"Fish, fresh, chilled or frozen"
030233,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Skipjack or stripe-bellied bonito",0311,"Fish, fresh, chilled or frozen"
030239,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Other",0311,"Fish, fresh, chilled or frozen"
030240,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",0311,"Fish, fresh, chilled or frozen"
030250,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",0311,"Fish, fresh, chilled or frozen"
030261,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0311,"Fish, fresh, chilled or frozen"
030262,"Other fish, excluding livers and roes :-- Haddock (Melanogrammus aeglefinus)",0311,"Fish, fresh, chilled or frozen"
030263,"Other fish, excluding livers and roes :-- Coalfish (Pollachius virens)",0311,"Fish, fresh, chilled or frozen"
030264,"Other fish, excluding livers and roes :-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0311,"Fish, fresh, chilled or frozen"
030265,"Other fish, excluding livers and roes :-- Dogfish and other sharks",0311,"Fish, fresh, chilled or frozen"
030266,"Other fish, excluding livers and roes :-- Eels (Anguilla spp.)",0311,"Fish, fresh, chilled or frozen"
030269,"Other fish, excluding livers and roes :-- Other",0311,"Fish, fresh, chilled or frozen"
030270,Livers and roes,0311,"Fish, fresh, chilled or frozen"
030310,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), excluding livers and roes",0311,"Fish, fresh, chilled or frozen"
030321,"Other salmonidae, excluding livers and roes :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0311,"Fish, fresh, chilled or frozen"
030322,"Other salmonidae, excluding livers and roes :-- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",0311,"Fish, fresh, chilled or frozen"
030329,"Other salmonidae, excluding livers and roes :-- Other",0311,"Fish, fresh, chilled or frozen"
030331,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0311,"Fish, fresh, chilled or frozen"
030332,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Plaice (Pleuronectes platessa)",0311,"Fish, fresh, chilled or frozen"
030333,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Sole (Solea spp.)",0311,"Fish, fresh, chilled or frozen"
030339,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Other",0311,"Fish, fresh, chilled or frozen"
030341,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Albacore or longfinned tunas (Thunnus alalunga)",0311,"Fish, fresh, chilled or frozen"
030342,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Yellowfin tunas (Thunnus albacares)",0311,"Fish, fresh, chilled or frozen"
030343,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Skipjack or strip-bellied bonito",0311,"Fish, fresh, chilled or frozen"
030349,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Other",0311,"Fish, fresh, chilled or frozen"
030350,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",0311,"Fish, fresh, chilled or frozen"
030360,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",0311,"Fish, fresh, chilled or frozen"
030371,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0311,"Fish, fresh, chilled or frozen"
030372,"Other fish, excluding livers and roes :-- Haddock (Melanogrammus aeglefinus)",0311,"Fish, fresh, chilled or frozen"
030373,"Other fish, excluding livers and roes :-- Coalfish (Pollachius virens)",0311,"Fish, fresh, chilled or frozen"
030374,"Other fish, excluding livers and roes :-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0311,"Fish, fresh, chilled or frozen"
030375,"Other fish, excluding livers and roes :- Other fish, excluding livers and roes :-- Dogfish and other sharks",0311,"Fish, fresh, chilled or frozen"
030376,"Other fish, excluding livers and roes :-- Eels (Anguilla spp.)",0311,"Fish, fresh, chilled or frozen"
030377,"Other fish, excluding livers and roes :-- Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",0311,"Fish, fresh, chilled or frozen"
030378,"Other fish, excluding livers and roes :-- Hake (Merluccius spp., Urophycis spp.)",0311,"Fish, fresh, chilled or frozen"
030379,Other,0311,"Fish, fresh, chilled or frozen"
030380,Livers and roes,0311,"Fish, fresh, chilled or frozen"
030410,Fresh or chilled,0311,"Fish, fresh, chilled or frozen"
030420,Frozen fillets,0311,"Fish, fresh, chilled or frozen"
030490,Other,0311,"Fish, fresh, chilled or frozen"
030510,"Flours, meals and pellets of fish, fit for human consumption",0312,"Fish, salted, dried or smoked"
030520,"Livers and roes, dried, smoked, salted or in brine",0312,"Fish, salted, dried or smoked"
030530,"Fish fillets, dried, salted or in brine, but not smoked",0312,"Fish, salted, dried or smoked"
030541,"Smoked fish, including fillets :-- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Altantic salmon (Salmo s",0312,"Fish, salted, dried or smoked"
030542,"Smoked fish, including fillets :-- Herrings (Clupea harengus, Clupea pallasii)",0312,"Fish, salted, dried or smoked"
030549,"Smoked fish, including fillets :-- Other",0312,"Fish, salted, dried or smoked"
030551,"Dried fish, whether or not salted but not smoked :-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0312,"Fish, salted, dried or smoked"
030559,"Dried fish, whether or not salted but not smoked :-- Other",0312,"Fish, salted, dried or smoked"
030561,"Fish, salted but not dried or smoked and fish in brine :-- Herrings (Clupea harengus, Clupea pallasii)",0312,"Fish, salted, dried or smoked"
030562,"Fish, salted but not dried or smoked and fish in brine :-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0312,"Fish, salted, dried or smoked"
030563,"Fish, salted but not dried or smoked and fish in brine :-- Anchovies (Engraulis spp.)",0312,"Fish, salted, dried or smoked"
030569,"Fish, salted but not dried or smoked and fish in brine :-- Other",0312,"Fish, salted, dried or smoked"
030611,"Frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030612,Frozen :-- Lobsters (Homarus spp.),0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030613,Frozen :-- Shrimps and prawns,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030614,Frozen :-- Crabs,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030619,"Frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030621,"Not frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030622,Not frozen :-- Lobsters (Homarus spp.),0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030623,Not frozen :-- Shrimps and prawns,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030624,Not frozen :-- Crabs,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030629,"Not frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030710,Oysters,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030721,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Live, fresh or chilled",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030729,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Other",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030731,"Mussels (Mytilus spp., Perna spp.) :-- Live, fresh or chilled",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030739,"Mussels (Mytilus spp., Perna spp.) :-- Other",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030741,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Live, fresh or chilled",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030749,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Other",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030751,"Octopus (Octopus spp.) :-- Live, fresh or chilled",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030759,Octopus (Octopus spp.) :-- Other,0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030760,"Snails, other than sea snails",01189,"Meat & edible offals, n.e.s."
030791,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Live, fresh or chilled",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other",0313,"Crustacean & molluscs, fresh, chilled, salted, dried"
040110,"Of a fat content, by weight, not exceeding 1 %",0223,Milk & cream fresh
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0223,Milk & cream fresh
040130,"Of a fat content, by weight, exceeding 6 %",0223,Milk & cream fresh
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",0222,"Milk & cream in solid form, blocks or powder"
040221,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter",0222,"Milk & cream in solid form, blocks or powder"
040229,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other",0222,"Milk & cream in solid form, blocks or powder"
040291,Other :-- Not containing added sugar or other sweetening matter,0221,Milk & cream evaporated or condensed
040299,Other,0221,Milk & cream evaporated or condensed
040310,Yogurt,0223,Milk & cream fresh
040390,Other,0223,Milk & cream fresh
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",0221,Milk & cream evaporated or condensed
040490,Other,0221,Milk & cream evaporated or condensed
040510,Butter,0230,Butter
040520,Dairy spreads,0230,Butter
040590,Other,0230,Butter
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",0240,Cheese and curd
040620,"Grated or powdered cheese, of all kinds",0240,Cheese and curd
040630,"Processed cheese, not grated or powdered",0240,Cheese and curd
040640,Blue-veined cheese,0240,Cheese and curd
040690,Other cheese,0240,Cheese and curd
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",0250,Eggs
040811,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Dried",0250,Eggs
040819,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other",0250,Eggs
040891,Other :-- Dried,0250,Eggs
040899,Other,0250,Eggs
040900,Natural honey.,0616,Natural honey
041000,"Edible products of animal origin, not elsewhere specified or included.",0250,Eggs
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",29191,"Human hair, unworked; waste of human hair"
050210,"Pigs', hogs' or boars' bristles and hair and waste thereof",29192,Bristles and brush making hair & their wastes
050290,Other,29192,Bristles and brush making hair & their wastes
050300,"Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material.",26251,"Horsehair & other coarse hair, not carded/combed"
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",29193,"Guts, bladders & stomachs of animals(non fish)"
050510,Feathers of a kind used for stuffing; down,29196,"Birds"" feathers, etc."
050590,Other,29196,"Birds"" feathers, etc."
050610,Ossein and bones treated with acid,29111,Bones and horn cores and their wastes
050690,Other,29111,Bones and horn cores and their wastes
050710,Ivory; ivory powder and waste,29112,"Horn, antlers, whalebone, etc. and their wastes"
050790,Other,29112,"Horn, antlers, whalebone, etc. and their wastes"
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste there",29115,Coral and shells and their wastes
050900,Natural sponges of animal origin.,29197,Natural sponges
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally prese",29198,"Ambergris, civet, musk, etc."
051110,Bovine semen,29199,"Other materials of animal origin, n.e.s."
051191,"Other :- Egg yolks :-- Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",29194,Fish waste
051199,Other,29199,"Other materials of animal origin, n.e.s."
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",29261,"Bulbs, tubers, corms, crowns and rhizomes"
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",29261,"Bulbs, tubers, corms, crowns and rhizomes"
060210,Unrooted cuttings and slips,29269,"Live plants, n.e.s."
060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",29269,"Live plants, n.e.s."
060230,"Rhododendrons and azaleas, grafted or not",29269,"Live plants, n.e.s."
060240,"Roses, grafted or not",29269,"Live plants, n.e.s."
060290,Other,29269,"Live plants, n.e.s."
060310,Fresh,29271,Cut flowers and buds for ornamental purposes
060390,Other,29271,Cut flowers and buds for ornamental purposes
060410,Mosses and lichens,29272,"Foliage, branches, etc. for ornamental purposes"
060491,Other :- Egg yolks :-- Fresh,29272,"Foliage, branches, etc. for ornamental purposes"
060499,Other,29272,"Foliage, branches, etc. for ornamental purposes"
070110,Seed,0541,"Potatoes, fresh, not including sweet potatoes"
070190,Other,0541,"Potatoes, fresh, not including sweet potatoes"
070200,"Tomatoes, fresh or chilled.",0544,"Tomatoes, fresh"
070310,Onions and shallots,0545,Other fresh vegetables
070320,Garlic,0545,Other fresh vegetables
070390,Leeks and other alliaceous vegetables,0545,Other fresh vegetables
070410,Cauliflowers and headed broccoli,0545,Other fresh vegetables
070420,Brussels sprouts,0545,Other fresh vegetables
070490,Other,0545,Other fresh vegetables
070511,Lettuce :-- Cabbage lettuce (head lettuce),0545,Other fresh vegetables
070519,Lettuce :-- Other,0545,Other fresh vegetables
070521,Chicory :-- Witloof chicory (Cichorium intybus var.foliosum),0545,Other fresh vegetables
070529,Chicory :-- Other,0545,Other fresh vegetables
070610,Carrots and turnips,0545,Other fresh vegetables
070690,Other,0545,Other fresh vegetables
070700,"Cucumbers and gherkins, fresh or chilled.",0545,Other fresh vegetables
070810,Peas (Pisum sativum),0545,Other fresh vegetables
070820,"Beans (Vigna spp., Phaseolus spp.)",0545,Other fresh vegetables
070890,Other leguminous vegetables,0545,Other fresh vegetables
070910,Globe artichokes,0545,Other fresh vegetables
070920,Asparagus,0545,Other fresh vegetables
070930,Aubergines (egg-plants),0545,Other fresh vegetables
070940,Celery other than celeriac,0545,Other fresh vegetables
070951,Mushrooms and truffles :-- Mushrooms,0545,Other fresh vegetables
070952,Mushrooms and truffles :-- Truffles,0545,Other fresh vegetables
070960,Fruits of the genus Capsicum or of the genus Pimenta,0545,Other fresh vegetables
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",0545,Other fresh vegetables
070990,Other,0545,Other fresh vegetables
071010,Potatoes,05461,"Vegetables, frozen"
071021,"Leguminous vegetables, shelled or unshelled :-- Peas (Pisum sativum)",05461,"Vegetables, frozen"
071022,"Leguminous vegetables, shelled or unshelled :-- Beans (Vigna spp., Phaseolus spp.)",05461,"Vegetables, frozen"
071029,"Leguminous vegetables, shelled or unshelled :-- Other",05461,"Vegetables, frozen"
071030,"Spinach, New Zealand spinach and orache spinach (garden spinach)",05461,"Vegetables, frozen"
071040,Sweet corn,09909,Other miscellaneous food preparations
071080,Other vegetables,05461,"Vegetables, frozen"
071090,Mixtures of vegetables,05461,"Vegetables, frozen"
071110,Onions,05462,Vegetables in temporary preservative
071120,Olives,05462,Vegetables in temporary preservative
071130,Capers,05462,Vegetables in temporary preservative
071140,Cucumbers and gherkins,05462,Vegetables in temporary preservative
071190,Other vegetables; mixtures of vegetables,05462,Vegetables in temporary preservative
071220,Onions,0551,"Vegetables, dehydrated excl. leguminous vegetable."
071230,Mushrooms and truffles,0551,"Vegetables, dehydrated excl. leguminous vegetable."
071290,Other vegetables; mixtures of vegetables,0551,"Vegetables, dehydrated excl. leguminous vegetable."
071310,Peas (Pisum sativum),0542,"Beans, peas, lentils & leguminous vegetable. dried"
071320,Chickpeas (garbanzos),0542,"Beans, peas, lentils & leguminous vegetable. dried"
071331,"Beans (Vigna spp., Phaseolus spp.) :-- Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071332,"Beans (Vigna spp., Phaseolus spp.) :-- Small red (Adzuki) beans (Phaseolus or Vigna angularis)",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071333,"Beans (Vigna spp., Phaseolus spp.) :-- Kidney beans, including white pea beans (Phaseolus vulgaris)",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071339,Other,0542,"Beans, peas, lentils & leguminous vegetable. dried"
071340,Lentils,0542,"Beans, peas, lentils & leguminous vegetable. dried"
071350,"Broad beans (Vicia faba var.major) and horse beans (Vicia faba var.equina, Vicia faba var.minor)",0542,"Beans, peas, lentils & leguminous vegetable. dried"
071390,Other,0542,"Beans, peas, lentils & leguminous vegetable. dried"
071410,Manioc (cassava),05481,"Roots & tubers, fresh or dried, sago pith"
071420,Sweet potatoes,05481,"Roots & tubers, fresh or dried, sago pith"
