HS 1996 Product Code,HS 1996 Product Description,SITC Revision 3 Product Code,SITC Revision 3 Product Description
030211,"Salmonidae, excluding livers and roes :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",03412,"Salmon/trout, fresh"
030212,"Salmonidae, excluding livers and roes :-- Pacific salmon (Oncorhynchus nerka, Oncorhynchusgorbascha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhnchus rhodurus), Altantic salmon (Sa",03412,"Salmon/trout, fresh"
030219,"Salmonidae, excluding livers and roes :-- Other",03412,"Salmon/trout, fresh"
030221,"Salmonidae, excluding livers and roes :-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",03413,"Fish, flat,fresh/chilled"
030222,"Salmonidae, excluding livers and roes :-- Plaice (Pleuronectes platessa)",03413,"Fish, flat,fresh/chilled"
030223,"Salmonidae, excluding livers and roes :-- Sole (Solea spp.)",03413,"Fish, flat,fresh/chilled"
030229,"Salmonidae, excluding livers and roes :-- Other",03413,"Fish, flat,fresh/chilled"
030231,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Albacore or longfinned tunas (Thunnus alalunga)",03414,"Tuna/skipjack/bonito,f/c"
030232,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Yellowfin tunas (Thunnus albacares)",03414,"Tuna/skipjack/bonito,f/c"
030233,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Skipjack or stripe-bellied bonito",03414,"Tuna/skipjack/bonito,f/c"
030239,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Other",03414,"Tuna/skipjack/bonito,f/c"
030240,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",03415,"Herring/sardine/sprat,fc"
030250,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",03416,"Cod, fresh/chilled"
030261,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",03415,"Herring/sardine/sprat,fc"
030262,"Other fish, excluding livers and roes :-- Haddock (Melanogrammus aeglefinus)",03418,"Fish, n.e.s. fresh/chld"
030263,"Other fish, excluding livers and roes :-- Coalfish (Pollachius virens)",03418,"Fish, n.e.s. fresh/chld"
030264,"Other fish, excluding livers and roes :-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",03417,"Mackerel, fresh/chilled"
030265,"Other fish, excluding livers and roes :-- Dogfish and other sharks",03418,"Fish, n.e.s. fresh/chld"
030266,"Other fish, excluding livers and roes :-- Eels (Anguilla spp.)",03418,"Fish, n.e.s. fresh/chld"
030269,"Other fish, excluding livers and roes :-- Other",03418,"Fish, n.e.s. fresh/chld"
030270,Livers and roes,03419,"Fish liver/roe,frsh/chld"
030310,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), excluding livers and roes",03421,"Salmon/trout, frozen"
030321,"Other salmonidae, excluding livers and roes :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",03421,"Salmon/trout, frozen"
030322,"Other salmonidae, excluding livers and roes :-- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",03421,"Salmon/trout, frozen"
030329,"Other salmonidae, excluding livers and roes :-- Other",03421,"Salmon/trout, frozen"
030331,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",03422,"Fish, flat, frozen"
030332,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Plaice (Pleuronectes platessa)",03422,"Fish, flat, frozen"
030333,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Sole (Solea spp.)",03422,"Fish, flat, frozen"
030339,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Other",03422,"Fish, flat, frozen"
030341,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Albacore or longfinned tunas (Thunnus alalunga)",03423,"Tuna/skipjack/bonito,frz"
030342,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Yellowfin tunas (Thunnus albacares)",03423,"Tuna/skipjack/bonito,frz"
030343,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Skipjack or strip-bellied bonito",03423,"Tuna/skipjack/bonito,frz"
030349,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Other",03423,"Tuna/skipjack/bonito,frz"
030350,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",03424,"Herring/sardine/sprat,fz"
030360,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",03425,"Cod,frozen,exc.liver/roe"
030371,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",03424,"Herring/sardine/sprat,fz"
030372,"Other fish, excluding livers and roes :-- Haddock (Melanogrammus aeglefinus)",03428,"Fish nes,frzn ex liv/roe"
030373,"Other fish, excluding livers and roes :-- Coalfish (Pollachius virens)",03428,"Fish nes,frzn ex liv/roe"
030374,"Other fish, excluding livers and roes :-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",03426,"Mackerel,frozen,exc.roe"
030375,"Other fish, excluding livers and roes :- Other fish, excluding livers and roes :-- Dogfish and other sharks",03428,"Fish nes,frzn ex liv/roe"
030376,"Other fish, excluding livers and roes :-- Eels (Anguilla spp.)",03428,"Fish nes,frzn ex liv/roe"
030377,"Other fish, excluding livers and roes :-- Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",03428,"Fish nes,frzn ex liv/roe"
030378,"Other fish, excluding livers and roes :-- Hake (Merluccius spp., Urophycis spp.)",03427,"Hake,frozen,exc.liv/roe"
030379,Other,03428,"Fish nes,frzn ex liv/roe"
030380,Livers and roes,03429,"Fish liver/roe,frozen"
030410,Fresh or chilled,03451,"Fish fillets/meat,frs/ch"
030420,Frozen fillets,0344,"Fish fillets,frozen"
030490,Other,03455,"Fish meat exc.fillet,frz"
030510,"Flours, meals and pellets of fish, fit for human consumption",0355,Fish meal fit for food
030520,"Livers and roes, dried, smoked, salted or in brine",0354,"Fish liver/roe,dr/sm/sal"
030530,"Fish fillets, dried, salted or in brine, but not smoked",03512,"Fish fillets,dried/saltd"
030541,"Smoked fish, including fillets :-- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Altantic salmon (Salmo s",0353,Fish smoked(exc fillets)
030542,"Smoked fish, including fillets :-- Herrings (Clupea harengus, Clupea pallasii)",0353,Fish smoked(exc fillets)
030549,"Smoked fish, including fillets :-- Other",0353,Fish smoked(exc fillets)
030551,"Dried fish, whether or not salted but not smoked :-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",03511,"Cod, dried"
030559,"Dried fish, whether or not salted but not smoked :-- Other",03513,Fish(ex cod)dried/salted
030561,"Fish, salted but not dried or smoked and fish in brine :-- Herrings (Clupea harengus, Clupea pallasii)",03529,"Fish n.e.s.salted,wet"
030562,"Fish, salted but not dried or smoked and fish in brine :-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",03521,"Cod, salted,not drd/smkd"
030563,"Fish, salted but not dried or smoked and fish in brine :-- Anchovies (Engraulis spp.)",03522,"Anchovies,salted,not dry"
030569,"Fish, salted but not dried or smoked and fish in brine :-- Other",03529,"Fish n.e.s.salted,wet"
030611,"Frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",03619,Crustaceans n.e.s.frozen
030612,Frozen :-- Lobsters (Homarus spp.),03619,Crustaceans n.e.s.frozen
030613,Frozen :-- Shrimps and prawns,03611,"Shrimps/prawns, frozen"
030614,Frozen :-- Crabs,03619,Crustaceans n.e.s.frozen
030619,"Frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption",03619,Crustaceans n.e.s.frozen
030621,"Not frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0362,"Crustaceans, not frozen"
030622,Not frozen :-- Lobsters (Homarus spp.),0362,"Crustaceans, not frozen"
030623,Not frozen :-- Shrimps and prawns,0362,"Crustaceans, not frozen"
030624,Not frozen :-- Crabs,0362,"Crustaceans, not frozen"
030629,"Not frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption",0362,"Crustaceans, not frozen"
030710,Oysters,03631,Oysters
030721,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Live, fresh or chilled",03635,"Shell fish nes,frsh/chld"
030729,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Other",03639,"Shell fish nes,fz/dr/sal"
030731,"Mussels (Mytilus spp., Perna spp.) :-- Live, fresh or chilled",03635,"Shell fish nes,frsh/chld"
030739,"Mussels (Mytilus spp., Perna spp.) :-- Other",03639,"Shell fish nes,fz/dr/sal"
030741,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Live, fresh or chilled",03633,"Octopus/squid,frsh/chlld"
030749,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Other",03637,"Octopus/squid,frz/dry/sa"
030751,"Octopus (Octopus spp.) :-- Live, fresh or chilled",03633,"Octopus/squid,frsh/chlld"
030759,Octopus (Octopus spp.) :-- Other,03637,"Octopus/squid,frz/dry/sa"
030760,"Snails, other than sea snails",01293,Edible snails(not sea)
030791,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Live, fresh or chilled",03635,"Shell fish nes,frsh/chld"
030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other",03639,"Shell fish nes,fz/dr/sal"
040110,"Of a fat content, by weight, not exceeding 1 %",02211,Milk (max fat 1%)
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",02212,Milk (fat 1%-6%)
040130,"Of a fat content, by weight, exceeding 6 %",02213,Cream (min fat 6%)
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",02221,"Milk powder, fat < 1.5%"
040221,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter",02222,Milk/cream powder nes
040229,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other",02222,Milk/cream powder nes
040291,Other :-- Not containing added sugar or other sweetening matter,02223,"Milk(ex dry) prsvd,unswt"
040299,Other,02224,"Milk(ex dry) prsvd,swtnd"
040310,Yogurt,02231,Yogurt
040390,Other,02232,Buttermilk etc.
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",02241,Whey
040490,Other,02249,Natural milk prods n.e.s
040510,Butter,0230,"Butter, milk fats"
040520,Dairy spreads,0230,"Butter, milk fats"
040590,Other,0230,"Butter, milk fats"
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",02491,"Cheese,unfermented,n.e.s"
040620,"Grated or powdered cheese, of all kinds",0241,"Cheese,grated/powdered"
040630,"Processed cheese, not grated or powdered",0242,"Cheese,processed n.e.s."
040640,Blue-veined cheese,0243,"Cheese, blue veined"
040690,Other cheese,02499,Cheese and curd nes
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",0251,Eggs in shell
040811,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Dried",02521,Eggs - dried
040819,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other",02522,"Eggs,preserved exc dried"
040891,Other :-- Dried,02521,Eggs - dried
040899,Other,02522,"Eggs,preserved exc dried"
040900,Natural honey.,0616,Natural honey
041000,"Edible products of animal origin, not elsewhere specified or included.",09892,Edible animl prodcts nes
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",29191,"Human hair,unworked,etc"
050210,"Pigs', hogs' or boars' bristles and hair and waste thereof",29192,"Brush-making hair,etc"
050290,Other,29192,"Brush-making hair,etc"
050300,"Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material.",26851,Horsehair and its waste
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",29193,"Gut,bladders,etc nonfish"
050510,Feathers of a kind used for stuffing; down,29195,Birds skins/feathers/etc
050590,Other,29195,Birds skins/feathers/etc
050610,Ossein and bones treated with acid,29111,Bones etc.
050690,Other,29111,Bones etc.
050710,Ivory; ivory powder and waste,29116,Ivory/tortoise-shell/etc
050790,Other,29116,Ivory/tortoise-shell/etc
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste there",29115,Coral/shells/cuttlebone
050900,Natural sponges of animal origin.,29197,Natural sponges
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally prese",29198,Ambergris/civet/musk/etc
051110,Bovine semen,29194,Bovine semen
051191,"Other :- Egg yolks :-- Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",29196,Fish/shellfish waste
051199,Other,29199,Animal products n.e.s.
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",29261,Bulbs/tubers/corms/etc
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",29261,Bulbs/tubers/corms/etc
060210,Unrooted cuttings and slips,29269,Live plants/cuttings nes
060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",29269,Live plants/cuttings nes
060230,"Rhododendrons and azaleas, grafted or not",29269,Live plants/cuttings nes
060240,"Roses, grafted or not",29269,Live plants/cuttings nes
060290,Other,29269,Live plants/cuttings nes
060310,Fresh,29271,Cut flowers
060390,Other,29271,Cut flowers
060410,Mosses and lichens,29272,"Cut foliage, etc"
060491,Other :- Egg yolks :-- Fresh,29272,"Cut foliage, etc"
060499,Other,29272,"Cut foliage, etc"
070110,Seed,0541,Potatoes frsh excl sweet
070190,Other,0541,Potatoes frsh excl sweet
070200,"Tomatoes, fresh or chilled.",0544,Tomatoes fresh/chilled
070310,Onions and shallots,05451,"Onions/shallot,frsh/chld"
070320,Garlic,05452,Garlic/leek/etc frsh/chd
070390,Leeks and other alliaceous vegetables,05452,Garlic/leek/etc frsh/chd
070410,Cauliflowers and headed broccoli,05453,Cabbages etc fresh/chld
070420,Brussels sprouts,05453,Cabbages etc fresh/chld
070490,Other,05453,Cabbages etc fresh/chld
070511,Lettuce :-- Cabbage lettuce (head lettuce),05454,Letuce/chicory frsh/chld
070519,Lettuce :-- Other,05454,Letuce/chicory frsh/chld
070521,Chicory :-- Witloof chicory (Cichorium intybus var.foliosum),05454,Letuce/chicory frsh/chld
070529,Chicory :-- Other,05454,Letuce/chicory frsh/chld
070610,Carrots and turnips,05455,"Root vegetables,frsh/chd"
070690,Other,05455,"Root vegetables,frsh/chd"
070700,"Cucumbers and gherkins, fresh or chilled.",05456,Cucumber/gherkin frsh/ch
070810,Peas (Pisum sativum),05457,"Legumes, fresh/chilled"
070820,"Beans (Vigna spp., Phaseolus spp.)",05457,"Legumes, fresh/chilled"
070890,Other leguminous vegetables,05457,"Legumes, fresh/chilled"
070910,Globe artichokes,05459,"Vegetables nes,frsh/chld"
070920,Asparagus,05459,"Vegetables nes,frsh/chld"
070930,Aubergines (egg-plants),05459,"Vegetables nes,frsh/chld"
070940,Celery other than celeriac,05459,"Vegetables nes,frsh/chld"
070951,Mushrooms and truffles :-- Mushrooms,05458,Mushrooms/truffles
070952,Mushrooms and truffles :-- Truffles,05458,Mushrooms/truffles
070960,Fruits of the genus Capsicum or of the genus Pimenta,05459,"Vegetables nes,frsh/chld"
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",05459,"Vegetables nes,frsh/chld"
070990,Other,05459,"Vegetables nes,frsh/chld"
071010,Potatoes,05469,Vegetables n.e.s. frozen
071021,"Leguminous vegetables, shelled or unshelled :-- Peas (Pisum sativum)",05469,Vegetables n.e.s. frozen
071022,"Leguminous vegetables, shelled or unshelled :-- Beans (Vigna spp., Phaseolus spp.)",05469,Vegetables n.e.s. frozen
071029,"Leguminous vegetables, shelled or unshelled :-- Other",05469,Vegetables n.e.s. frozen
071030,"Spinach, New Zealand spinach and orache spinach (garden spinach)",05469,Vegetables n.e.s. frozen
071040,Sweet corn,05461,"Sweet corn, frozen"
071080,Other vegetables,05469,Vegetables n.e.s. frozen
071090,Mixtures of vegetables,05469,Vegetables n.e.s. frozen
071110,Onions,0547,Vegetables prov preservd
071120,Olives,0547,Vegetables prov preservd
071130,Capers,0547,Vegetables prov preservd
071140,Cucumbers and gherkins,0547,Vegetables prov preservd
071190,Other vegetables; mixtures of vegetables,0547,Vegetables prov preservd
071220,Onions,05612,"Onions, dried"
071230,Mushrooms and truffles,05613,"Mushrooms/truffles,dried"
071290,Other vegetables; mixtures of vegetables,05619,Dried vegatables nes
071310,Peas (Pisum sativum),05421,Peas
071320,Chickpeas (garbanzos),05422,Dried chickpeas
071331,"Beans (Vigna spp., Phaseolus spp.) :-- Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek",05423,Dried beans n.e.s.
071332,"Beans (Vigna spp., Phaseolus spp.) :-- Small red (Adzuki) beans (Phaseolus or Vigna angularis)",05423,Dried beans n.e.s.
071333,"Beans (Vigna spp., Phaseolus spp.) :-- Kidney beans, including white pea beans (Phaseolus vulgaris)",05423,Dried beans n.e.s.
071339,Other,05423,Dried beans n.e.s.
071340,Lentils,05424,Dried lentils
071350,"Broad beans (Vicia faba var.major) and horse beans (Vicia faba var.equina, Vicia faba var.minor)",05425,Dried broad/horse beans
071390,Other,05429,Dried legumes nes
071410,Manioc (cassava),05481,"Manioc(cassava),frsh/drd"
071420,Sweet potatoes,05483,"Roots,tubers nes frs/drd"
071490,Other,05483,"Roots,tubers nes frs/drd"
080111,Coconuts :-- Desiccated,05771,Coconuts fresh/dried
080119,Coconuts :-- Other,05771,Coconuts fresh/dried
080121,Brazil nuts :-- In shell,05772,"Brazil nuts, fresh/dried"
080122,Brazil nuts :-- Shelled,05772,"Brazil nuts, fresh/dried"
080131,Cashew nuts :-- In shell,05773,"Cashew nuts, fresh/dried"
080132,Cashew nuts :-- Shelled,05773,"Cashew nuts, fresh/dried"
080211,Almonds :-- In shell,05774,"Almonds, fresh/dried"
080212,Almonds :-- Shelled,05774,"Almonds, fresh/dried"
080221,Hazelnuts or filberts (Corylus spp.) :-- In shell,05775,"Hazelnuts, fresh/dried"
080222,Hazelnuts or filberts (Corylus spp.) :-- Shelled,05775,"Hazelnuts, fresh/dried"
080231,Walnuts :-- In shell,05776,"Walnuts, fresh/dried"
080232,Walnuts :-- Shelled,05776,"Walnuts, fresh/dried"
080240,Chestnuts (Castanea spp.),05777,"Chestnuts, fresh/dried"
080250,Pistachios,05778,"Pistachios, fresh/dried"
080290,Other,05779,"Nuts edible,frsh/dry nes"
080300,"Bananas, including plantains, fresh or dried.",0573,"Banana/plantain,frsh/dry"
080410,Dates,05796,"Dates, fresh/dried"
080420,Figs,0576,"Figs,fresh or dried"
080430,Pineapples,05795,"Pineapples, fresh/dried"
080440,Avocados,05797,Avocado/mango/guava frsh
080450,"Guavas, mangoes and mangosteens",05797,Avocado/mango/guava frsh
080510,Oranges,05711,"Oranges,fresh or dried"
080520,"Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",05712,Mandarins etc frsh/dried
080530,"Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia)",05721,"Lemons/limes,fresh/dried"
080540,Grapefruit,05722,"Grapefruits,fresh/dried"
080590,Other,05729,"Citrus nes,fresh/dried"
080610,Fresh,05751,Grapes fresh
080620,Dried,05752,Grapes dried(raisins)
080711,Melons (including watermelons) :-- Watermelons,05791,Melons/papaws fresh
080719,Melons (including watermelons) :-- Other,05791,Melons/papaws fresh
080720,Papaws (papayas),05791,Melons/papaws fresh
080810,Apples,0574,Apples fresh
