HS 1996 Product Code,HS 1996 Product Description,SITC Revision 2 Product Code,SITC Revision 2 Product Description
030221,"Salmonidae, excluding livers and roes :-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030222,"Salmonidae, excluding livers and roes :-- Plaice (Pleuronectes platessa)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030223,"Salmonidae, excluding livers and roes :-- Sole (Solea spp.)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030229,"Salmonidae, excluding livers and roes :-- Other",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030231,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Albacore or longfinned tunas (Thunnus alalunga)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030232,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Yellowfin tunas (Thunnus albacares)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030233,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Skipjack or stripe-bellied bonito",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030239,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Other",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030240,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030250,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030261,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030262,"Other fish, excluding livers and roes :-- Haddock (Melanogrammus aeglefinus)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030263,"Other fish, excluding livers and roes :-- Coalfish (Pollachius virens)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030264,"Other fish, excluding livers and roes :-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030265,"Other fish, excluding livers and roes :-- Dogfish and other sharks",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030266,"Other fish, excluding livers and roes :-- Eels (Anguilla spp.)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030269,"Other fish, excluding livers and roes :-- Other",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030270,Livers and roes,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030310,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), excluding livers and roes",0342,"Fish,frozen (excluding fillets)"
030321,"Other salmonidae, excluding livers and roes :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0342,"Fish,frozen (excluding fillets)"
030322,"Other salmonidae, excluding livers and roes :-- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",0342,"Fish,frozen (excluding fillets)"
030329,"Other salmonidae, excluding livers and roes :-- Other",0342,"Fish,frozen (excluding fillets)"
030331,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0342,"Fish,frozen (excluding fillets)"
030332,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Plaice (Pleuronectes platessa)",0342,"Fish,frozen (excluding fillets)"
030333,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Sole (Solea spp.)",0342,"Fish,frozen (excluding fillets)"
030339,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae,Scophthalmidae and Citharidae), excluding livers and roes :-- Other",0342,"Fish,frozen (excluding fillets)"
030341,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Albacore or longfinned tunas (Thunnus alalunga)",0342,"Fish,frozen (excluding fillets)"
030342,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Yellowfin tunas (Thunnus albacares)",0342,"Fish,frozen (excluding fillets)"
030343,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Skipjack or strip-bellied bonito",0342,"Fish,frozen (excluding fillets)"
030349,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Other",0342,"Fish,frozen (excluding fillets)"
030350,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",0342,"Fish,frozen (excluding fillets)"
030360,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",0342,"Fish,frozen (excluding fillets)"
030371,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0342,"Fish,frozen (excluding fillets)"
030372,"Other fish, excluding livers and roes :-- Haddock (Melanogrammus aeglefinus)",0342,"Fish,frozen (excluding fillets)"
030373,"Other fish, excluding livers and roes :-- Coalfish (Pollachius virens)",0342,"Fish,frozen (excluding fillets)"
030374,"Other fish, excluding livers and roes :-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0342,"Fish,frozen (excluding fillets)"
030375,"Other fish, excluding livers and roes :- Other fish, excluding livers and roes :-- Dogfish and other sharks",0342,"Fish,frozen (excluding fillets)"
030376,"Other fish, excluding livers and roes :-- Eels (Anguilla spp.)",0342,"Fish,frozen (excluding fillets)"
030377,"Other fish, excluding livers and roes :-- Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",0342,"Fish,frozen (excluding fillets)"
030378,"Other fish, excluding livers and roes :-- Hake (Merluccius spp., Urophycis spp.)",0342,"Fish,frozen (excluding fillets)"
030379,Other,0342,"Fish,frozen (excluding fillets)"
030380,Livers and roes,0344,"Fish fillets,frozen"
030410,Fresh or chilled,0343,"Fish fillets,fresh or chilled"
030420,Frozen fillets,0344,"Fish fillets,frozen"
030490,Other,0342,"Fish,frozen (excluding fillets)"
030510,"Flours, meals and pellets of fish, fit for human consumption",03501,Fish meal fit for human consumption
030520,"Livers and roes, dried, smoked, salted or in brine",03502,"Cod(not in fillets),dried,whether or not salted"
030530,"Fish fillets, dried, salted or in brine, but not smoked",03503,"Fish,dried,salted or in brine (other than cod)"
030541,"Smoked fish, including fillets :-- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Altantic salmon (Salmo s",03504,"Fish,smoked (whether or not cooked)"
030542,"Smoked fish, including fillets :-- Herrings (Clupea harengus, Clupea pallasii)",03504,"Fish,smoked (whether or not cooked)"
030549,"Smoked fish, including fillets :-- Other",03504,"Fish,smoked (whether or not cooked)"
030551,"Dried fish, whether or not salted but not smoked :-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",03502,"Cod(not in fillets),dried,whether or not salted"
030559,"Dried fish, whether or not salted but not smoked :-- Other",03503,"Fish,dried,salted or in brine (other than cod)"
030561,"Fish, salted but not dried or smoked and fish in brine :-- Herrings (Clupea harengus, Clupea pallasii)",03503,"Fish,dried,salted or in brine (other than cod)"
030562,"Fish, salted but not dried or smoked and fish in brine :-- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",03503,"Fish,dried,salted or in brine (other than cod)"
030563,"Fish, salted but not dried or smoked and fish in brine :-- Anchovies (Engraulis spp.)",03503,"Fish,dried,salted or in brine (other than cod)"
030569,"Fish, salted but not dried or smoked and fish in brine :-- Other",03503,"Fish,dried,salted or in brine (other than cod)"
030611,"Frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030612,Frozen :-- Lobsters (Homarus spp.),0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030613,Frozen :-- Shrimps and prawns,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030614,Frozen :-- Crabs,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030619,"Frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030621,"Not frozen :-- Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030622,Not frozen :-- Lobsters (Homarus spp.),0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030623,Not frozen :-- Shrimps and prawns,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030624,Not frozen :-- Crabs,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030629,"Not frozen :-- Other, including flours, meals and pellets of crustaceans, fit for human consumption",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030710,Oysters,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030721,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030729,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten :-- Other",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030731,"Mussels (Mytilus spp., Perna spp.) :-- Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030739,"Mussels (Mytilus spp., Perna spp.) :-- Other",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030741,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030749,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.) :-- Other",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030751,"Octopus (Octopus spp.) :-- Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030759,Octopus (Octopus spp.) :-- Other,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030760,"Snails, other than sea snails",01189,"Meat & edible offals,fresh,chilled or frozen"
030791,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030799,"Other, including flours, meals and pellets of aquatic invertebrates other than crustaceans, fit for human consumption :-- Other",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
040110,"Of a fat content, by weight, not exceeding 1 %",0223,"Milk & cream,fresh,not concentrated or sweetened"
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",0223,"Milk & cream,fresh,not concentrated or sweetened"
040130,"Of a fat content, by weight, exceeding 6 %",0223,"Milk & cream,fresh,not concentrated or sweetened"
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",02242,Milk in powder/granul.(weight not more 1.5% of fat
040221,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Not containing added sugar or other sweetening matter",02243,Milk & cream powder (weight more than 1.5% of fat)
040229,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other",02243,Milk & cream powder (weight more than 1.5% of fat)
040291,Other :-- Not containing added sugar or other sweetening matter,02249,"Milk & cream,preserved,concentrated or sweetened"
040299,Other,02249,"Milk & cream,preserved,concentrated or sweetened"
040310,Yogurt,0223,"Milk & cream,fresh,not concentrated or sweetened"
040390,Other,0223,"Milk & cream,fresh,not concentrated or sweetened"
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",02241,Whey
040490,Other,02249,"Milk & cream,preserved,concentrated or sweetened"
040510,Butter,0230,Butter
040520,Dairy spreads,0230,Butter
040590,Other,0230,Butter
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",0240,Cheese and curd
040620,"Grated or powdered cheese, of all kinds",0240,Cheese and curd
040630,"Processed cheese, not grated or powdered",0240,Cheese and curd
040640,Blue-veined cheese,0240,Cheese and curd
040690,Other cheese,0240,Cheese and curd
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",0251,Eggs in shell
040811,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Dried",0252,Eggs not in shell
040819,"Egg yolks :- In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 % :-- Other",0252,Eggs not in shell
040891,Other :-- Dried,0252,Eggs not in shell
040899,Other,0252,Eggs not in shell
040900,Natural honey.,0616,Natural honey
041000,"Edible products of animal origin, not elsewhere specified or included.",09808,"Edible products of animal origine,n.e.s."
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",29191,"Human hair,unworked,wheter or not washed/scoured"
050210,"Pigs', hogs' or boars' bristles and hair and waste thereof",29192,"Pigs,hogs,and boars bristels or hair;waste"
050290,Other,29192,"Pigs,hogs,and boars bristels or hair;waste"
050300,"Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material.",26851,"Horsehair & waste,whether or not put up on a layer"
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",29193,"Guts,bladders and stomachs of animals (no fish)"
050510,Feathers of a kind used for stuffing; down,29196,"Skins and other parts of birds,with their feathers"
050590,Other,29196,"Skins and other parts of birds,with their feathers"
050610,Ossein and bones treated with acid,29111,"Bones (incl.of whales,seals etc)unworked,defatted"
050690,Other,29111,"Bones (incl.of whales,seals etc)unworked,defatted"
050710,Ivory; ivory powder and waste,29116,"Ivory,tortoise-shell,horns,antlers,hooves, etc."
050790,Other,29116,"Ivory,tortoise-shell,horns,antlers,hooves, etc."
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste there",29115,"Coral & similar substances,unworked/simply prepar."
050900,Natural sponges of animal origin.,29197,Natural sponges
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally prese",29198,"Ambergris,castoreum etc;for pharmaceutic.products"
051110,Bovine semen,29199,Animal prod.nes;dead ani.unfit for human consumpt.
051191,"Other :- Egg yolks :-- Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",29194,Fish waste
051199,Other,29199,Animal prod.nes;dead ani.unfit for human consumpt.
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",29261,"Bulbs,tubers,tuberous roots,corms,crowns in growth"
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",29261,"Bulbs,tubers,tuberous roots,corms,crowns in growth"
060210,Unrooted cuttings and slips,29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060230,"Rhododendrons and azaleas, grafted or not",29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060240,"Roses, grafted or not",29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060290,Other,29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060310,Fresh,29271,Cut flowers & buds for bouquets/ornamental purpos.
060390,Other,29271,Cut flowers & buds for bouquets/ornamental purpos.
060410,Mosses and lichens,29272,"Foliage,branch.& other parts,fresh,dried,dyed etc."
060491,Other :- Egg yolks :-- Fresh,29272,"Foliage,branch.& other parts,fresh,dried,dyed etc."
060499,Other,29272,"Foliage,branch.& other parts,fresh,dried,dyed etc."
070110,Seed,0541,"Potatoes,fresh or chilled,excl.sweet potatoes"
070190,Other,0541,"Potatoes,fresh or chilled,excl.sweet potatoes"
070200,"Tomatoes, fresh or chilled.",0544,"Tomatoes,fresh or chilled"
070310,Onions and shallots,05451,"Onions,shallots,garlic,leeks & alliaceous veget."
070320,Garlic,05451,"Onions,shallots,garlic,leeks & alliaceous veget."
070390,Leeks and other alliaceous vegetables,05451,"Onions,shallots,garlic,leeks & alliaceous veget."
070410,Cauliflowers and headed broccoli,05459,"Vegetables,fresh or chilled,n.e.s."
070420,Brussels sprouts,05459,"Vegetables,fresh or chilled,n.e.s."
070490,Other,05459,"Vegetables,fresh or chilled,n.e.s."
070511,Lettuce :-- Cabbage lettuce (head lettuce),05459,"Vegetables,fresh or chilled,n.e.s."
070519,Lettuce :-- Other,05459,"Vegetables,fresh or chilled,n.e.s."
070521,Chicory :-- Witloof chicory (Cichorium intybus var.foliosum),05459,"Vegetables,fresh or chilled,n.e.s."
070529,Chicory :-- Other,05459,"Vegetables,fresh or chilled,n.e.s."
070610,Carrots and turnips,05459,"Vegetables,fresh or chilled,n.e.s."
070690,Other,05459,"Vegetables,fresh or chilled,n.e.s."
070700,"Cucumbers and gherkins, fresh or chilled.",05459,"Vegetables,fresh or chilled,n.e.s."
070810,Peas (Pisum sativum),05459,"Vegetables,fresh or chilled,n.e.s."
070820,"Beans (Vigna spp., Phaseolus spp.)",05459,"Vegetables,fresh or chilled,n.e.s."
070890,Other leguminous vegetables,05459,"Vegetables,fresh or chilled,n.e.s."
070910,Globe artichokes,05459,"Vegetables,fresh or chilled,n.e.s."
070920,Asparagus,05459,"Vegetables,fresh or chilled,n.e.s."
070930,Aubergines (egg-plants),05459,"Vegetables,fresh or chilled,n.e.s."
070940,Celery other than celeriac,05459,"Vegetables,fresh or chilled,n.e.s."
070951,Mushrooms and truffles :-- Mushrooms,05459,"Vegetables,fresh or chilled,n.e.s."
070952,Mushrooms and truffles :-- Truffles,05459,"Vegetables,fresh or chilled,n.e.s."
070960,Fruits of the genus Capsicum or of the genus Pimenta,05459,"Vegetables,fresh or chilled,n.e.s."
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",05459,"Vegetables,fresh or chilled,n.e.s."
070990,Other,05459,"Vegetables,fresh or chilled,n.e.s."
071010,Potatoes,05461,"Vegetables, preserved by freezing,cooked or not"
071021,"Leguminous vegetables, shelled or unshelled :-- Peas (Pisum sativum)",05461,"Vegetables, preserved by freezing,cooked or not"
071022,"Leguminous vegetables, shelled or unshelled :-- Beans (Vigna spp., Phaseolus spp.)",05461,"Vegetables, preserved by freezing,cooked or not"
